event_id,datetime,date,direction,event_type,intensity,x_km,y_km
E00530,2026-09-13 11:17:00,2026-09-13,Напрямок Б,Артобстріл,3.0,23.49,21.01
E00547,2026-09-13 11:33:00,2026-09-13,Напрямок Г,Удар БпЛА,1.0,58.91,11.11
E00542,2026-09-13 11:38:00,2026-09-13,Напрямок В,Авіаудар (КАБ),3.0,38.51,19.58
E00546,2026-09-13 13:00:00,2026-09-13,Напрямок Г,Дії ДРГ,4.0,44.84,12.16
E00540,2026-09-13 13:24:00,2026-09-13,Напрямок В,Удар БпЛА,3.0,45.34,18.06
E00527,2026-09-13 18:11:00,2026-09-13,Напрямок Б,Штурмові дії,1.0,23.17,23.96
E00534,2026-09-13 18:23:00,2026-09-13,Напрямок Б,Авіаудар (КАБ),3.0,19.35,21.04
E00533,2026-09-13 18:45:00,2026-09-13,Напрямок Б,Артобстріл,2.0,22.91,25.44
E00532,2026-09-13 18:49:00,2026-09-13,Напрямок Б,Штурмові дії,1.0,14.67,20.15
E00541,2026-09-13 19:17:00,2026-09-13,Напрямок В,Штурмові дії,4.0,34.2,18.21
E00557,2026-09-14 02:24:00,2026-09-14,Напрямок Б,Авіаудар (КАБ),2.0,24.43,23.48
E00549,2026-09-14 03:22:00,2026-09-14,Напрямок А,Артобстріл,2.0,6.8,27.71
E00564,2026-09-14 03:57:00,2026-09-14,Напрямок Б,Артобстріл,3.0,23.43,27.82
E00566,2026-09-14 05:04:00,2026-09-14,Напрямок В,Артобстріл,3.0,36.46,22.73
E00565,2026-09-14 05:32:00,2026-09-14,Напрямок Б,Авіаудар (КАБ),4.0,25.18,22.54
E00548,2026-09-14 08:22:00,2026-09-14,Напрямок А,Артобстріл,3.0,10.61,27.6
E00563,2026-09-14 08:42:00,2026-09-14,Напрямок Б,Авіаудар (КАБ),3.0,20.96,20.61
E00554,2026-09-14 08:47:00,2026-09-14,Напрямок А,Артобстріл,2.0,6.9,31.64
E00550,2026-09-14 09:46:00,2026-09-14,Напрямок А,Удар БпЛА,2.0,11.18,30.02
E00553,2026-09-14 11:55:00,2026-09-14,Напрямок А,Штурмові дії,2.0,7.2,31.74
E00556,2026-09-14 12:04:00,2026-09-14,Напрямок Б,Артобстріл,4.0,22.73,22.55
E00561,2026-09-14 13:13:00,2026-09-14,Напрямок Б,Дії ДРГ,2.0,25.18,24.77
E00552,2026-09-14 14:37:00,2026-09-14,Напрямок А,Удар БпЛА,1.0,7.5,30.43
E00559,2026-09-14 17:18:00,2026-09-14,Напрямок Б,Дії ДРГ,4.0,21.56,26.12
E00555,2026-09-14 17:32:00,2026-09-14,Напрямок Б,Артобстріл,1.0,22.08,23.19
E00562,2026-09-14 19:44:00,2026-09-14,Напрямок Б,Штурмові дії,2.0,21.19,25.32
E00560,2026-09-14 20:41:00,2026-09-14,Напрямок Б,Артобстріл,1.0,18.96,24.24
E00567,2026-09-14 22:01:00,2026-09-14,Напрямок В,Удар БпЛА,2.0,35.73,19.0
E00551,2026-09-14 22:44:00,2026-09-14,Напрямок А,Артобстріл,2.0,11.21,31.19
E00558,2026-09-14 23:20:00,2026-09-14,Напрямок Б,Удар БпЛА,2.0,18.45,27.12
E00577,2026-09-15 00:07:00,2026-09-15,Напрямок Б,Штурмові дії,4.0,22.54,21.72
E00581,2026-09-15 01:59:00,2026-09-15,Напрямок Б,Артобстріл,3.0,21.53,25.11
E00610,2026-09-15 03:17:00,2026-09-15,Напрямок В,Артобстріл,1.0,39.95,17.46
E00595,2026-09-15 03:18:00,2026-09-15,Напрямок В,Дії ДРГ,2.0,37.45,20.4
E00611,2026-09-15 03:51:00,2026-09-15,Напрямок Г,Артобстріл,1.0,47.22,14.9
E00582,2026-09-15 04:24:00,2026-09-15,Напрямок Б,Артобстріл,2.0,19.96,26.78
E00593,2026-09-15 05:15:00,2026-09-15,Напрямок Б,Артобстріл,3.0,19.53,21.32
E00604,2026-09-15 05:57:00,2026-09-15,Напрямок В,Удар БпЛА,3.0,39.3,18.75
E00579,2026-09-15 06:24:00,2026-09-15,Напрямок Б,Артобстріл,3.0,25.74,24.51
E00598,2026-09-15 06:30:00,2026-09-15,Напрямок В,Артобстріл,2.0,32.37,22.06
E00576,2026-09-15 06:54:00,2026-09-15,Напрямок Б,Удар БпЛА,2.0,22.35,24.62
E00584,2026-09-15 07:26:00,2026-09-15,Напрямок Б,Артобстріл,2.0,24.55,22.14
E00592,2026-09-15 07:58:00,2026-09-15,Напрямок Б,Авіаудар (КАБ),3.0,26.65,24.76
E00583,2026-09-15 10:01:00,2026-09-15,Напрямок Б,Удар БпЛА,2.0,20.96,27.63
E00585,2026-09-15 10:28:00,2026-09-15,Напрямок Б,Удар БпЛА,2.0,21.83,23.81
E00580,2026-09-15 11:45:00,2026-09-15,Напрямок Б,Удар БпЛА,2.0,19.13,23.58
E00596,2026-09-15 12:24:00,2026-09-15,Напрямок В,Артобстріл,2.0,37.84,15.59
E00605,2026-09-15 12:46:00,2026-09-15,Напрямок В,Удар БпЛА,2.0,36.72,18.23
E00602,2026-09-15 12:51:00,2026-09-15,Напрямок В,Артобстріл,3.0,38.26,15.11
E00578,2026-09-15 12:57:00,2026-09-15,Напрямок Б,Штурмові дії,3.0,18.08,21.41
E00601,2026-09-15 13:12:00,2026-09-15,Напрямок В,Артобстріл,2.0,45.69,15.86
E00597,2026-09-15 13:34:00,2026-09-15,Напрямок В,Артобстріл,1.0,35.72,15.45
E00571,2026-09-15 13:57:00,2026-09-15,Напрямок А,Дії ДРГ,1.0,11.8,30.15
E00589,2026-09-15 14:22:00,2026-09-15,Напрямок Б,Штурмові дії,3.0,21.76,26.47
E00590,2026-09-15 14:23:00,2026-09-15,Напрямок Б,Артобстріл,2.0,18.45,22.54
E00591,2026-09-15 15:03:00,2026-09-15,Напрямок Б,Артобстріл,4.0,22.87,21.52
E00570,2026-09-15 15:21:00,2026-09-15,Напрямок А,Артобстріл,2.0,16.39,29.78
E00600,2026-09-15 16:06:00,2026-09-15,Напрямок В,Артобстріл,1.0,37.69,20.03
E00594,2026-09-15 17:08:00,2026-09-15,Напрямок В,Артобстріл,2.0,41.21,16.88
E00603,2026-09-15 17:10:00,2026-09-15,Напрямок В,Штурмові дії,3.0,38.89,19.07
E00573,2026-09-15 17:13:00,2026-09-15,Напрямок А,Дії ДРГ,3.0,9.54,29.95
E00587,2026-09-15 17:21:00,2026-09-15,Напрямок Б,Артобстріл,4.0,16.43,22.56
E00607,2026-09-15 18:03:00,2026-09-15,Напрямок В,Артобстріл,2.0,39.39,18.19
E00568,2026-09-15 18:16:00,2026-09-15,Напрямок А,Дії ДРГ,2.0,13.33,31.76
E00606,2026-09-15 18:24:00,2026-09-15,Напрямок В,Авіаудар (КАБ),4.0,44.89,17.07
E00609,2026-09-15 18:26:00,2026-09-15,Напрямок В,Дії ДРГ,2.0,41.5,17.96
E00586,2026-09-15 18:30:00,2026-09-15,Напрямок Б,Авіаудар (КАБ),5.0,20.64,22.26
E00575,2026-09-15 18:58:00,2026-09-15,Напрямок Б,Авіаудар (КАБ),5.0,21.72,21.95
E00588,2026-09-15 19:41:00,2026-09-15,Напрямок Б,Удар БпЛА,3.0,26.97,20.72
E00574,2026-09-15 21:44:00,2026-09-15,Напрямок Б,Удар БпЛА,4.0,24.88,25.11
E00599,2026-09-15 22:35:00,2026-09-15,Напрямок В,Артобстріл,2.0,38.22,16.55
E00608,2026-09-15 22:37:00,2026-09-15,Напрямок В,Артобстріл,,34.8,19.62
E00569,2026-09-15 23:04:00,2026-09-15,Напрямок А,Артобстріл,2.0,10.09,32.21
E00572,2026-09-15 23:13:00,2026-09-15,Напрямок А,Штурмові дії,5.0,16.03,27.87
E00616,2026-09-16 02:10:00,2026-09-16,Напрямок А,Удар БпЛА,1.0,14.26,24.32
E00625,2026-09-16 02:45:00,2026-09-16,Напрямок Б,Удар БпЛА,4.0,20.15,23.01
E00620,2026-09-16 03:58:00,2026-09-16,Напрямок Б,Авіаудар (КАБ),3.0,27.69,23.12
E00630,2026-09-16 05:27:00,2026-09-16,Напрямок Б,Авіаудар (КАБ),4.0,24.92,24.86
E00622,2026-09-16 06:19:00,2026-09-16,Напрямок Б,Удар БпЛА,2.0,23.07,22.05
E00626,2026-09-16 06:34:00,2026-09-16,Напрямок Б,Удар БпЛА,3.0,21.7,20.46
E00629,2026-09-16 06:48:00,2026-09-16,Напрямок Б,Штурмові дії,3.0,19.07,19.67
E00636,2026-09-16 07:16:00,2026-09-16,Напрямок В,Дії ДРГ,2.0,34.73,18.82
E00635,2026-09-16 07:22:00,2026-09-16,Напрямок В,Дії ДРГ,2.0,37.53,15.18
E00621,2026-09-16 08:14:00,2026-09-16,Напрямок Б,Авіаудар (КАБ),4.0,21.69,22.85
E00633,2026-09-16 10:01:00,2026-09-16,Напрямок В,Артобстріл,2.0,35.65,17.11
E00627,2026-09-16 11:00:00,2026-09-16,Напрямок Б,Удар БпЛА,3.0,24.57,20.91
E00628,2026-09-16 11:15:00,2026-09-16,Напрямок Б,Дії ДРГ,2.0,23.24,25.0
E00612,2026-09-16 13:21:00,2026-09-16,Напрямок А,Удар БпЛА,1.0,6.92,31.59
E00637,2026-09-16 14:12:00,2026-09-16,Напрямок В,Авіаудар (КАБ),4.0,34.88,14.13
E00638,2026-09-16 14:57:00,2026-09-16,Напрямок Г,Удар БпЛА,1.0,48.27,12.18
E00617,2026-09-16 17:04:00,2026-09-16,Напрямок А,Удар БпЛА,3.0,5.94,31.04
E00614,2026-09-16 18:29:00,2026-09-16,Напрямок А,Удар БпЛА,4.0,9.16,30.47
E00634,2026-09-16 19:00:00,2026-09-16,Напрямок В,Артобстріл,3.0,33.14,17.25
E00613,2026-09-16 19:29:00,2026-09-16,Напрямок А,Артобстріл,3.0,8.02,29.08
E00631,2026-09-16 20:02:00,2026-09-16,Напрямок Б,Авіаудар (КАБ),4.0,23.95,24.76
E00615,2026-09-16 20:18:00,2026-09-16,Напрямок А,Артобстріл,1.0,4.44,27.81
E00623,2026-09-16 21:33:00,2026-09-16,Напрямок Б,Артобстріл,3.0,23.19,23.74
E00624,2026-09-16 22:32:00,2026-09-16,Напрямок Б,Удар БпЛА,3.0,25.48,25.22
E00632,2026-09-16 22:56:00,2026-09-16,Напрямок В,Артобстріл,1.0,37.59,16.95
E00618,2026-09-16 23:16:00,2026-09-16,Напрямок Б,Артобстріл,4.0,21.36,26.7
E00619,2026-09-16 23:28:00,2026-09-16,Напрямок Б,Артобстріл,3.0,26.72,27.44
E00645,2026-09-17 00:21:00,2026-09-17,Напрямок А,Удар БпЛА,2.0,8.49,28.15
E00665,2026-09-17 00:53:00,2026-09-17,Напрямок В,Штурмові дії,2.0,35.34,17.34
E00656,2026-09-17 01:33:00,2026-09-17,Напрямок Б,Авіаудар (КАБ),5.0,21.38,23.38
E00644,2026-09-17 01:58:00,2026-09-17,Напрямок А,Удар БпЛА,2.0,7.34,30.29
E00654,2026-09-17 02:48:00,2026-09-17,Напрямок Б,Артобстріл,4.0,19.98,24.33
E00666,2026-09-17 03:48:00,2026-09-17,Напрямок В,Удар БпЛА,2.0,37.91,24.16
E00647,2026-09-17 04:33:00,2026-09-17,Напрямок Б,Штурмові дії,5.0,23.96,24.24
E00667,2026-09-17 04:48:00,2026-09-17,Напрямок Г,Артобстріл,3.0,48.24,11.85
E00648,2026-09-17 06:48:00,2026-09-17,Напрямок Б,Артобстріл,5.0,22.23,22.71
E00653,2026-09-17 06:55:00,2026-09-17,Напрямок Б,Авіаудар (КАБ),5.0,20.9,20.01
E00669,2026-09-17 08:40:00,2026-09-17,Напрямок Г,Артобстріл,2.0,49.35,9.31
E00651,2026-09-17 09:05:00,2026-09-17,Напрямок Б,Дії ДРГ,2.0,21.88,20.51
E00668,2026-09-17 09:50:00,2026-09-17,Напрямок Г,Удар БпЛА,2.0,53.22,9.94
E00662,2026-09-17 09:53:00,2026-09-17,Напрямок В,Авіаудар (КАБ),5.0,33.41,21.74
E00664,2026-09-17 09:58:00,2026-09-17,Напрямок В,Артобстріл,4.0,43.52,19.67
E00658,2026-09-17 10:36:00,2026-09-17,Напрямок Б,Артобстріл,3.0,19.74,26.29
E00655,2026-09-17 10:37:00,2026-09-17,Напрямок Б,Штурмові дії,5.0,25.61,20.81
E00661,2026-09-17 13:40:00,2026-09-17,Напрямок Б,Артобстріл,2.0,26.54,22.5
E00641,2026-09-17 15:00:00,2026-09-17,Напрямок А,Удар БпЛА,1.0,6.95,32.88
E00639,2026-09-17 15:25:00,2026-09-17,Напрямок А,Артобстріл,2.0,5.79,31.72
E00650,2026-09-17 15:34:00,2026-09-17,Напрямок Б,Артобстріл,3.0,21.01,23.31
E00663,2026-09-17 15:40:00,2026-09-17,Напрямок В,Артобстріл,3.0,32.95,19.2
E00659,2026-09-17 15:59:00,2026-09-17,Напрямок Б,Удар БпЛА,4.0,24.03,17.51
E00646,2026-09-17 16:01:00,2026-09-17,Напрямок Б,Удар БпЛА,5.0,20.91,21.28
E00660,2026-09-17 16:23:00,2026-09-17,Напрямок Б,Удар БпЛА,3.0,22.3,23.32
E00670,2026-09-17 17:02:00,2026-09-17,Напрямок Г,Артобстріл,1.0,55.45,12.58
E00649,2026-09-17 18:07:00,2026-09-17,Напрямок Б,Штурмові дії,4.0,24.47,24.34
E00657,2026-09-17 21:43:00,2026-09-17,Напрямок Б,Артобстріл,2.0,22.06,25.15
E00642,2026-09-17 23:06:00,2026-09-17,Напрямок А,Удар БпЛА,3.0,7.58,29.26
E00652,2026-09-17 23:22:00,2026-09-17,Напрямок Б,Удар БпЛА,3.0,18.42,22.5
E00640,2026-09-17 23:31:00,2026-09-17,Напрямок А,Дії ДРГ,2.0,4.89,28.51
E00643,2026-09-17 23:59:00,2026-09-17,Напрямок А,Авіаудар (КАБ),2.0,9.05,31.76
E00684,2026-09-18 01:46:00,2026-09-18,Напрямок Б,Артобстріл,3.0,23.17,22.79
E00676,2026-09-18 02:16:00,2026-09-18,Напрямок Б,Артобстріл,2.0,22.99,25.04
E00693,2026-09-18 02:41:00,2026-09-18,Напрямок В,Удар БпЛА,3.0,32.06,18.39
E00677,2026-09-18 04:05:00,2026-09-18,Напрямок Б,Штурмові дії,4.0,18.79,24.02
E00679,2026-09-18 06:22:00,2026-09-18,Напрямок Б,Артобстріл,2.0,23.8,22.84
E00680,2026-09-18 08:15:00,2026-09-18,Напрямок Б,Штурмові дії,5.0,20.81,21.45
E00686,2026-09-18 08:39:00,2026-09-18,Напрямок Б,Артобстріл,3.0,21.2,22.41
E00683,2026-09-18 09:59:00,2026-09-18,Напрямок Б,Авіаудар (КАБ),3.0,20.67,21.3
E00672,2026-09-18 10:10:00,2026-09-18,Напрямок А,Удар БпЛА,2.0,8.65,32.41
E00688,2026-09-18 10:30:00,2026-09-18,Напрямок Б,Штурмові дії,2.0,23.99,22.32
E00674,2026-09-18 11:51:00,2026-09-18,Напрямок Б,Удар БпЛА,2.0,24.7,20.19
E00671,2026-09-18 13:54:00,2026-09-18,Напрямок А,Артобстріл,1.0,12.91,33.34
E00692,2026-09-18 14:13:00,2026-09-18,Напрямок В,Артобстріл,3.0,36.31,16.88
E00690,2026-09-18 14:31:00,2026-09-18,Напрямок Б,Артобстріл,2.0,27.37,25.06
E00687,2026-09-18 14:41:00,2026-09-18,Напрямок Б,Артобстріл,2.0,19.63,25.34
E00691,2026-09-18 16:00:00,2026-09-18,Напрямок Б,Штурмові дії,4.0,26.9,24.22
E00678,2026-09-18 16:07:00,2026-09-18,Напрямок Б,Удар БпЛА,5.0,17.02,25.77
E00673,2026-09-18 16:18:00,2026-09-18,Напрямок А,Дії ДРГ,2.0,11.17,27.43
E00675,2026-09-18 16:53:00,2026-09-18,Напрямок Б,Авіаудар (КАБ),4.0,19.42,24.16
E00685,2026-09-18 16:56:00,2026-09-18,Напрямок Б,Артобстріл,3.0,19.95,23.86
E00682,2026-09-18 17:02:00,2026-09-18,Напрямок Б,Штурмові дії,5.0,25.47,26.04
E00694,2026-09-18 19:23:00,2026-09-18,Напрямок В,Артобстріл,2.0,34.01,16.1
E00689,2026-09-18 20:56:00,2026-09-18,Напрямок Б,Удар БпЛА,3.0,25.34,22.62
E00695,2026-09-18 22:04:00,2026-09-18,Напрямок Г,Артобстріл,1.0,53.77,10.77
E00681,2026-09-18 22:24:00,2026-09-18,Напрямок Б,Артобстріл,3.0,23.0,24.56
E00696,2026-09-18 22:36:00,2026-09-18,Напрямок Г,Артобстріл,4.0,52.66,14.12
E00703,2026-09-19 00:17:00,2026-09-19,Напрямок Б,Артобстріл,3.0,26.52,25.84
E00705,2026-09-19 00:38:00,2026-09-19,Напрямок Б,Артобстріл,2.0,21.36,21.68
E00730,2026-09-19 01:09:00,2026-09-19,Напрямок Г,Артобстріл,1.0,48.72,11.59
E00725,2026-09-19 01:29:00,2026-09-19,Напрямок В,Удар БпЛА,1.0,39.16,18.7
E00717,2026-09-19 01:48:00,2026-09-19,Напрямок Б,Авіаудар (КАБ),3.0,28.74,24.14
E00718,2026-09-19 02:38:00,2026-09-19,Напрямок Б,Артобстріл,2.0,25.41,18.95
E00709,2026-09-19 02:50:00,2026-09-19,Напрямок Б,Удар БпЛА,4.0,16.72,24.87
E00716,2026-09-19 03:40:00,2026-09-19,Напрямок Б,Удар БпЛА,4.0,17.37,26.2
E00708,2026-09-19 05:06:00,2026-09-19,Напрямок Б,Артобстріл,5.0,18.77,23.44
E00724,2026-09-19 06:08:00,2026-09-19,Напрямок В,Артобстріл,2.0,33.53,16.1
E00697,2026-09-19 06:27:00,2026-09-19,Напрямок А,Удар БпЛА,4.0,10.2,30.13
E00701,2026-09-19 06:45:00,2026-09-19,Напрямок Б,Штурмові дії,5.0,22.01,25.06
E00710,2026-09-19 06:47:00,2026-09-19,Напрямок Б,Удар БпЛА,5.0,21.32,24.45
E00726,2026-09-19 07:42:00,2026-09-19,Напрямок Г,Артобстріл,3.0,51.49,10.05
E00698,2026-09-19 08:14:00,2026-09-19,Напрямок А,Удар БпЛА,2.0,9.96,28.12
E00704,2026-09-19 08:26:00,2026-09-19,Напрямок Б,Авіаудар (КАБ),3.0,21.02,24.76
E00719,2026-09-19 09:10:00,2026-09-19,Напрямок В,Артобстріл,2.0,39.01,18.13
E00729,2026-09-19 09:29:00,2026-09-19,Напрямок Г,Удар БпЛА,2.0,55.42,9.62
E00723,2026-09-19 10:57:00,2026-09-19,Напрямок В,Дії ДРГ,2.0,36.24,21.91
E00722,2026-09-19 11:01:00,2026-09-19,Напрямок В,Удар БпЛА,1.0,36.53,18.53
E00714,2026-09-19 12:57:00,2026-09-19,Напрямок Б,Авіаудар (КАБ),3.0,24.81,22.37
E00720,2026-09-19 13:22:00,2026-09-19,Напрямок В,Удар БпЛА,3.0,37.22,12.13
E00712,2026-09-19 13:39:00,2026-09-19,Напрямок Б,Удар БпЛА,2.0,20.4,27.09
E00727,2026-09-19 14:37:00,2026-09-19,Напрямок Г,Артобстріл,2.0,56.48,12.13
E00713,2026-09-19 16:01:00,2026-09-19,Напрямок Б,Дії ДРГ,2.0,18.35,22.95
E00699,2026-09-19 16:38:00,2026-09-19,Напрямок А,Артобстріл,1.0,4.76,26.0
E00728,2026-09-19 16:47:00,2026-09-19,Напрямок Г,Артобстріл,1.0,52.54,10.37
E00706,2026-09-19 17:57:00,2026-09-19,Напрямок Б,Артобстріл,5.0,22.26,26.96
E00711,2026-09-19 19:36:00,2026-09-19,Напрямок Б,Авіаудар (КАБ),3.0,25.14,23.37
E00707,2026-09-19 19:43:00,2026-09-19,Напрямок Б,Артобстріл,2.0,21.54,28.41
E00721,2026-09-19 19:48:00,2026-09-19,Напрямок В,Авіаудар (КАБ),4.0,31.61,15.26
E00702,2026-09-19 21:28:00,2026-09-19,Напрямок Б,Удар БпЛА,2.0,21.65,25.46
E00715,2026-09-19 23:21:00,2026-09-19,Напрямок Б,Удар БпЛА,4.0,21.32,22.0
E00700,2026-09-19 23:36:00,2026-09-19,Напрямок Б,Артобстріл,3.0,25.71,27.02
E00731,2026-09-20 01:18:00,2026-09-20,Напрямок А,Удар БпЛА,2.0,8.01,26.54
E00747,2026-09-20 02:21:00,2026-09-20,Напрямок В,Артобстріл,2.0,34.24,19.28
E00745,2026-09-20 04:35:00,2026-09-20,Напрямок Б,Удар БпЛА,4.0,15.5,24.7
E00748,2026-09-20 06:02:00,2026-09-20,Напрямок В,Артобстріл,3.0,46.22,19.75
E00740,2026-09-20 06:27:00,2026-09-20,Напрямок Б,Артобстріл,5.0,24.99,25.52
E00741,2026-09-20 07:51:00,2026-09-20,Напрямок Б,Штурмові дії,4.0,21.5,22.99
E00744,2026-09-20 08:53:00,2026-09-20,Напрямок Б,Штурмові дії,4.0,18.84,25.74
E00732,2026-09-20 10:00:00,2026-09-20,Напрямок А,Артобстріл,1.0,6.56,29.78
E00738,2026-09-20 10:34:00,2026-09-20,Напрямок Б,Штурмові дії,5.0,21.3,23.0
E00734,2026-09-20 10:58:00,2026-09-20,Напрямок Б,Артобстріл,3.0,21.94,21.52
E00735,2026-09-20 11:04:00,2026-09-20,Напрямок Б,Авіаудар (КАБ),3.0,22.71,24.01
E00742,2026-09-20 11:08:00,2026-09-20,Напрямок Б,Артобстріл,4.0,23.06,25.62
E00736,2026-09-20 12:39:00,2026-09-20,Напрямок Б,Штурмові дії,5.0,22.67,24.71
E00737,2026-09-20 13:46:00,2026-09-20,Напрямок Б,Артобстріл,2.0,23.57,25.0
E00743,2026-09-20 15:56:00,2026-09-20,Напрямок Б,Авіаудар (КАБ),5.0,26.27,23.24
E00746,2026-09-20 16:36:00,2026-09-20,Напрямок Б,Дії ДРГ,2.0,20.02,23.47
E00739,2026-09-20 16:53:00,2026-09-20,Напрямок Б,Авіаудар (КАБ),3.0,22.85,21.23
E00749,2026-09-20 19:35:00,2026-09-20,Напрямок В,Артобстріл,3.0,34.34,17.1
E00750,2026-09-20 20:48:00,2026-09-20,Напрямок Г,Артобстріл,4.0,56.87,13.85
E00733,2026-09-20 20:50:00,2026-09-20,Напрямок А,Артобстріл,1.0,7.03,31.14
E00751,2026-09-21 01:00:00,2026-09-21,Напрямок А,Артобстріл,3.0,8.4,27.99
E00784,2026-09-21 01:27:00,2026-09-21,Напрямок В,Штурмові дії,3.0,42.02,20.04
E00760,2026-09-21 01:27:00,2026-09-21,Напрямок Б,Артобстріл,2.0,17.56,22.84
E00759,2026-09-21 02:59:00,2026-09-21,Напрямок Б,Удар БпЛА,3.0,20.22,26.69
E00762,2026-09-21 03:07:00,2026-09-21,Напрямок Б,Артобстріл,2.0,28.76,18.35
E00786,2026-09-21 03:15:00,2026-09-21,Напрямок В,Артобстріл,1.0,32.23,17.87
E00776,2026-09-21 05:29:00,2026-09-21,Напрямок Б,Штурмові дії,3.0,25.6,23.36
E00766,2026-09-21 05:38:00,2026-09-21,Напрямок Б,Удар БпЛА,5.0,24.19,24.55
E00777,2026-09-21 06:11:00,2026-09-21,Напрямок Б,Дії ДРГ,2.0,15.71,19.62
E00782,2026-09-21 06:12:00,2026-09-21,Напрямок Б,Артобстріл,2.0,20.39,24.08
E00764,2026-09-21 06:37:00,2026-09-21,Напрямок Б,Артобстріл,4.0,19.12,25.83
E00778,2026-09-21 06:48:00,2026-09-21,Напрямок Б,Удар БпЛА,4.0,15.86,26.04
E00768,2026-09-21 07:23:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),5.0,19.0,22.72
E00780,2026-09-21 07:39:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),3.0,24.81,20.8
E00788,2026-09-21 07:45:00,2026-09-21,Напрямок Г,Артобстріл,2.0,46.48,10.76
E00753,2026-09-21 08:04:00,2026-09-21,Напрямок А,Артобстріл,2.0,13.65,29.59
E00754,2026-09-21 08:42:00,2026-09-21,Напрямок А,Дії ДРГ,2.0,10.16,34.39
E00767,2026-09-21 09:05:00,2026-09-21,Напрямок Б,Артобстріл,2.0,20.17,24.12
E00771,2026-09-21 10:25:00,2026-09-21,Напрямок Б,Артобстріл,3.0,25.15,24.41
E00770,2026-09-21 10:50:00,2026-09-21,Напрямок Б,Удар БпЛА,4.0,21.44,25.5
E00785,2026-09-21 11:23:00,2026-09-21,Напрямок В,Артобстріл,2.0,40.23,17.41
E00772,2026-09-21 11:45:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),2.0,16.71,18.86
E00783,2026-09-21 12:09:00,2026-09-21,Напрямок В,Артобстріл,1.0,39.23,19.2
E00787,2026-09-21 12:59:00,2026-09-21,Напрямок В,Артобстріл,2.0,36.51,15.58
E00763,2026-09-21 13:51:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),5.0,19.35,24.01
E00779,2026-09-21 13:56:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),3.0,16.79,21.11
E00752,2026-09-21 14:07:00,2026-09-21,Напрямок А,Удар БпЛА,1.0,10.95,30.93
E00781,2026-09-21 14:15:00,2026-09-21,Напрямок Б,Удар БпЛА,2.0,20.91,26.07
E00774,2026-09-21 16:23:00,2026-09-21,Напрямок Б,Авіаудар (КАБ),4.0,23.27,24.34
E00790,2026-09-21 18:57:00,2026-09-21,Напрямок Г,Артобстріл,2.0,54.32,11.74
E00761,2026-09-21 19:28:00,2026-09-21,Напрямок Б,Удар БпЛА,3.0,24.32,22.87
E00765,2026-09-21 19:43:00,2026-09-21,Напрямок Б,Артобстріл,4.0,20.9,20.52
E00756,2026-09-21 20:11:00,2026-09-21,Напрямок А,Артобстріл,2.0,9.11,33.98
E00775,2026-09-21 20:44:00,2026-09-21,Напрямок Б,Артобстріл,3.0,20.73,23.66
E00758,2026-09-21 21:47:00,2026-09-21,Напрямок Б,Артобстріл,4.0,20.73,24.12
E00757,2026-09-21 22:12:00,2026-09-21,Напрямок Б,Штурмові дії,5.0,23.46,23.05
E00773,2026-09-21 22:16:00,2026-09-21,Напрямок Б,Штурмові дії,5.0,21.89,24.31
E00769,2026-09-21 22:51:00,2026-09-21,Напрямок Б,Штурмові дії,4.0,23.35,21.42
E00755,2026-09-21 22:52:00,2026-09-21,Напрямок А,Артобстріл,3.0,10.79,29.42
E00789,2026-09-21 23:07:00,2026-09-21,Напрямок Г,Артобстріл,2.0,51.31,13.91
E00795,2026-09-22 00:14:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),4.0,26.41,24.75
E00814,2026-09-22 01:35:00,2026-09-22,Напрямок Б,Артобстріл,2.0,23.59,23.73
E00809,2026-09-22 02:48:00,2026-09-22,Напрямок Б,Артобстріл,2.0,23.48,21.92
E00833,2026-09-22 03:22:00,2026-09-22,Напрямок Г,Удар БпЛА,1.0,54.87,10.96
E00806,2026-09-22 04:39:00,2026-09-22,Напрямок Б,Артобстріл,2.0,25.39,22.7
E00800,2026-09-22 05:20:00,2026-09-22,Напрямок Б,Удар БпЛА,3.0,23.94,23.9
E00799,2026-09-22 05:32:00,2026-09-22,Напрямок Б,Штурмові дії,5.0,21.26,23.76
E00801,2026-09-22 05:34:00,2026-09-22,Напрямок Б,Штурмові дії,5.0,22.88,23.73
E00807,2026-09-22 06:01:00,2026-09-22,Напрямок Б,Артобстріл,4.0,22.53,25.67
E00791,2026-09-22 06:25:00,2026-09-22,Напрямок А,Удар БпЛА,3.0,6.64,26.81
E00796,2026-09-22 06:27:00,2026-09-22,Напрямок Б,Артобстріл,2.0,16.79,21.99
E00829,2026-09-22 06:32:00,2026-09-22,Напрямок В,Дії ДРГ,3.0,37.58,22.56
E00802,2026-09-22 07:21:00,2026-09-22,Напрямок Б,Удар БпЛА,2.0,23.13,24.37
E00828,2026-09-22 07:59:00,2026-09-22,Напрямок В,Штурмові дії,2.0,37.83,16.93
E00794,2026-09-22 08:03:00,2026-09-22,Напрямок Б,Артобстріл,3.0,22.55,22.64
